      frame            row_id        type  landmark_index         x         y             z
985      23       23-face-442        face             442  0.481922  0.313244 -1.982522e-03
986      23       23-face-443        face             443  0.503354  0.309489 -5.960701e-03
987      23       23-face-444        face             444  0.522492  0.310378 -5.547496e-03
988      23       23-face-445        face             445  0.537407  0.315408 -1.102142e-03
989      23       23-face-446        face             446  0.552292  0.337300  1.373034e-02
990      23       23-face-447        face             447  0.606098  0.365754  5.520889e-02
991      23       23-face-448        face             448  0.544310  0.353632  2.473762e-03
992      23       23-face-449        face             449  0.529380  0.357637 -2.469172e-03
993      23       23-face-450        face             450  0.509454  0.359293 -3.930331e-03
994      23       23-face-451        face             451  0.489771  0.358232 -2.061539e-03
995      23       23-face-452        face             452  0.473622  0.355391  2.549991e-03
996      23       23-face-453        face             453  0.461837  0.352020  4.592691e-03
997      23       23-face-454        face             454  0.616088  0.369555  9.935407e-02
998      23       23-face-455        face             455  0.467338  0.408420 -4.235413e-02
999      23       23-face-456        face             456  0.442716  0.373299 -4.336218e-02
1000     23       23-face-457        face             457  0.440827  0.399417 -6.762232e-02
1001     23       23-face-458        face             458  0.435820  0.407569 -6.172835e-02
1002     23       23-face-459        face             459  0.442794  0.402494 -6.176505e-02
1003     23       23-face-460        face             460  0.464721  0.413456 -3.755960e-02
1004     23       23-face-461        face             461  0.432776  0.408292 -6.493257e-02
1005     23       23-face-462        face             462  0.434059  0.412579 -5.026011e-02
1006     23       23-face-463        face             463  0.459821  0.342967  1.286861e-02
1007     23       23-face-464        face             464  0.451722  0.346076  6.976327e-03
1008     23       23-face-465        face             465  0.446319  0.347620 -1.470779e-03
1009     23       23-face-466        face             466  0.528941  0.333278  4.933435e-03
1010     23       23-face-467        face             467  0.538763  0.326076  4.168755e-03
1011     23    23-left_hand-0   left_hand               0       NaN       NaN           NaN
1012     23    23-left_hand-1   left_hand               1       NaN       NaN           NaN
1013     23    23-left_hand-2   left_hand               2       NaN       NaN           NaN
1014     23    23-left_hand-3   left_hand               3       NaN       NaN           NaN
1015     23    23-left_hand-4   left_hand               4       NaN       NaN           NaN
1016     23    23-left_hand-5   left_hand               5       NaN       NaN           NaN
1017     23    23-left_hand-6   left_hand               6       NaN       NaN           NaN
1018     23    23-left_hand-7   left_hand               7       NaN       NaN           NaN
1019     23    23-left_hand-8   left_hand               8       NaN       NaN           NaN
1020     23    23-left_hand-9   left_hand               9       NaN       NaN           NaN
1021     23   23-left_hand-10   left_hand              10       NaN       NaN           NaN
1022     23   23-left_hand-11   left_hand              11       NaN       NaN           NaN
1023     23   23-left_hand-12   left_hand              12       NaN       NaN           NaN
1024     23   23-left_hand-13   left_hand              13       NaN       NaN           NaN
1025     23   23-left_hand-14   left_hand              14       NaN       NaN           NaN
1026     23   23-left_hand-15   left_hand              15       NaN       NaN           NaN
1027     23   23-left_hand-16   left_hand              16       NaN       NaN           NaN
1028     23   23-left_hand-17   left_hand              17       NaN       NaN           NaN
1029     23   23-left_hand-18   left_hand              18       NaN       NaN           NaN
1030     23   23-left_hand-19   left_hand              19       NaN       NaN           NaN
1031     23   23-left_hand-20   left_hand              20       NaN       NaN           NaN
1032     23         23-pose-0        pose               0  0.419801  0.388434 -1.219252e+00
1033     23         23-pose-1        pose               1  0.466715  0.333033 -1.161823e+00
1034     23         23-pose-2        pose               2  0.499345  0.332970 -1.161785e+00
1035     23         23-pose-3        pose               3  0.529727  0.334222 -1.162410e+00
1036     23         23-pose-4        pose               4  0.386625  0.340700 -1.097365e+00
1037     23         23-pose-5        pose               5  0.364267  0.345298 -1.096401e+00
1038     23         23-pose-6        pose               6  0.340507  0.350678 -1.097039e+00
1039     23         23-pose-7        pose               7  0.598295  0.367825 -6.494903e-01
1040     23         23-pose-8        pose               8  0.342824  0.384140 -3.587933e-01
1041     23         23-pose-9        pose               9  0.499191  0.447923 -1.052786e+00
1042     23        23-pose-10        pose              10  0.386098  0.454850 -9.609684e-01
1043     23        23-pose-11        pose              11  0.849227  0.694383 -5.543550e-01
1044     23        23-pose-12        pose              12  0.213338  0.661470 -1.991489e-01
1045     23        23-pose-13        pose              13  0.971361  0.991712 -5.467593e-01
1046     23        23-pose-14        pose              14 -0.061555  0.857072 -1.299261e+00
1047     23        23-pose-15        pose              15  1.029805  1.338753 -4.764516e-01
1048     23        23-pose-16        pose              16  0.159300  0.396047 -2.442538e+00
1049     23        23-pose-17        pose              17  1.056200  1.440892 -5.404943e-01
1050     23        23-pose-18        pose              18  0.233390  0.290355 -2.721724e+00
1051     23        23-pose-19        pose              19  0.992937  1.433430 -5.772445e-01
1052     23        23-pose-20        pose              20  0.271441  0.294276 -2.460620e+00
1053     23        23-pose-21        pose              21  0.963140  1.403675 -5.021920e-01
1054     23        23-pose-22        pose              22  0.267068  0.342599 -2.404358e+00
1055     23        23-pose-23        pose              23  0.703867  1.337329 -1.955652e-01
1056     23        23-pose-24        pose              24  0.248119  1.355869  2.009567e-01
1057     23        23-pose-25        pose              25  0.667078  1.920133 -1.138247e-01
1058     23        23-pose-26        pose              26  0.251256  1.907551  8.933405e-01
1059     23        23-pose-27        pose              27  0.649580  2.396081  1.095546e+00
1060     23        23-pose-28        pose              28  0.237328  2.387830  2.250291e+00
1061     23        23-pose-29        pose              29  0.662357  2.466091  1.175497e+00
1062     23        23-pose-30        pose              30  0.224297  2.444517  2.387275e+00
1063     23        23-pose-31        pose              31  0.568336  2.553009  2.949634e-01
1064     23        23-pose-32        pose              32  0.285746  2.562039  1.408554e+00
1065     23   23-right_hand-0  right_hand               0  0.111653  0.449691 -5.443296e-07
1066     23   23-right_hand-1  right_hand               1  0.216330  0.407698 -1.535122e-04
1067     23   23-right_hand-2  right_hand               2  0.270858  0.355758 -9.977435e-03
1068     23   23-right_hand-3  right_hand               3  0.310609  0.312445 -2.459744e-02
1069     23   23-right_hand-4  right_hand               4  0.335189  0.270730 -3.242203e-02
1070     23   23-right_hand-5  right_hand               5  0.205441  0.261475 -6.188306e-03
1071     23   23-right_hand-6  right_hand               6  0.336143  0.295224 -4.071528e-02
1072     23   23-right_hand-7  right_hand               7  0.317519  0.338692 -5.633011e-02
1073     23   23-right_hand-8  right_hand               8  0.284980  0.347748 -6.499185e-02
1074     23   23-right_hand-9  right_hand               9  0.191845  0.271696 -2.299275e-02
1075     23  23-right_hand-10  right_hand              10  0.337351  0.326452 -5.237880e-02
1076     23  23-right_hand-11  right_hand              11  0.302822  0.365655 -5.122217e-02
1077     23  23-right_hand-12  right_hand              12  0.264589  0.364943 -5.004162e-02
1078     23  23-right_hand-13  right_hand              13  0.188088  0.296335 -4.337515e-02
1079     23  23-right_hand-14  right_hand              14  0.325174  0.352286 -6.970669e-02
1080     23  23-right_hand-15  right_hand              15  0.283971  0.386725 -5.623319e-02
1081     23  23-right_hand-16  right_hand              16  0.242868  0.385811 -4.665913e-02
1082     23  23-right_hand-17  right_hand              17  0.190091  0.328647 -6.520806e-02
1083     23  23-right_hand-18  right_hand              18  0.297727  0.371501 -8.177623e-02
1084     23  23-right_hand-19  right_hand              19  0.271515  0.398806 -7.532769e-02
1085     23  23-right_hand-20  right_hand              20  0.238330  0.399260 -6.912725e-02
1086     24         24-face-0        face               0  0.440164  0.448036 -5.107539e-02
1087     24         24-face-1        face               1  0.421561  0.400776 -7.173760e-02
1088     24         24-face-2        face               2  0.430675  0.417823 -4.289455e-02
1089     24         24-face-3        face               3  0.408662  0.369707 -4.189878e-02
1090     24         24-face-4        face               4  0.419035  0.389096 -7.401067e-02
1091     24         24-face-5        face               5  0.418677  0.376139 -6.549829e-02
1092     24         24-face-6        face               6  0.420371  0.346404 -2.025058e-02
1093     24         24-face-7        face               7  0.344044  0.358652  5.951580e-02
1094     24         24-face-8        face               8  0.418021  0.320945 -4.797101e-03
1095     24         24-face-9        face               9  0.414986  0.305742 -3.181558e-03
1096     24        24-face-10        face              10  0.407096  0.251306  2.644723e-02
1097     24        24-face-11        face              11  0.441006  0.452590 -5.019991e-02
1098     24        24-face-12        face              12  0.442248  0.457087 -4.621138e-02
1099     24        24-face-13        face              13  0.443630  0.459995 -4.079295e-02
1100     24        24-face-14        face              14  0.443699  0.460247 -4.330875e-02
1101     24        24-face-15        face              15  0.444105  0.464492 -4.663813e-02
1102     24        24-face-16        face              16  0.444897  0.469818 -5.076375e-02
1103     24        24-face-17        face              17  0.446289  0.475964 -5.105804e-02
1104     24        24-face-18        face              18  0.449507  0.493802 -4.141855e-02
1105     24        24-face-19        face              19  0.425100  0.408472 -6.613890e-02
1106     24        24-face-20        face              20  0.417374  0.412106 -4.579018e-02
1107     24        24-face-21        face              21  0.301841  0.328821  1.509896e-01
1108     24        24-face-22        face              22  0.380467  0.361573  3.401262e-02
1109     24        24-face-23        face              23  0.367943  0.365240  3.850300e-02
1110     24        24-face-24        face              24  0.356072  0.367226  4.577139e-02
1111     24        24-face-25        face              25  0.342237  0.363422  6.198090e-02
1112     24        24-face-26        face              26  0.390004  0.356300  3.237830e-02
1113     24        24-face-27        face              27  0.351666  0.335931  3.884440e-02
1114     24        24-face-28        face              28  0.366737  0.333788  3.469031e-02
1115     24        24-face-29        face              29  0.339649  0.340296  4.641942e-02
1116     24        24-face-30        face              30  0.333831  0.345763  5.340511e-02
1117     24        24-face-31        face              31  0.334953  0.373147  6.919926e-02
1118     24        24-face-32        face              32  0.408958  0.519349 -1.733725e-02
1119     24        24-face-33        face              33  0.339951  0.356412  6.567942e-02
1120     24        24-face-34        face              34  0.308683  0.379152  1.415343e-01
1121     24        24-face-35        face              35  0.324055  0.366813  8.873224e-02
1122     24        24-face-36        face              36  0.370728  0.411908  9.642154e-03
1123     24        24-face-37        face              37  0.423742  0.447409 -4.415270e-02
1124     24        24-face-38        face              38  0.428300  0.458370 -3.992487e-02
1125     24        24-face-39        face              39  0.409521  0.454159 -3.173272e-02
1126     24        24-face-40        face              40  0.400738  0.460618 -1.944030e-02
1127     24        24-face-41        face              41  0.416843  0.460916 -3.063536e-02
1128     24        24-face-42        face              42  0.407876  0.463887 -1.949783e-02
1129     24        24-face-43        face              43  0.389645  0.485067 -2.112714e-03
1130     24        24-face-44        face              44  0.411262  0.402318 -6.800932e-02
1131     24        24-face-45        face              45  0.406458  0.391697 -6.939009e-02
1132     24        24-face-46        face              46  0.316251  0.340317  6.615601e-02
1133     24        24-face-47        face              47  0.391175  0.379944  9.059082e-03
1134     24        24-face-48        face              48  0.387526  0.409471 -2.638240e-02
1135     24        24-face-49        face              49  0.386172  0.404555 -2.085502e-02
1136     24        24-face-50        face              50  0.338163  0.418480  3.883074e-02
1137     24        24-face-51        face              51  0.406976  0.379411 -5.764862e-02
1138     24        24-face-52        face              52  0.335207  0.325077  3.535136e-02
1139     24        24-face-53        face              53  0.321723  0.331415  5.111817e-02
1140     24        24-face-54        face              54  0.305407  0.305518  1.255376e-01
1141     24        24-face-55        face              55  0.389305  0.323071  6.790620e-03
1142     24        24-face-56        face              56  0.380935  0.334843  3.482100e-02
1143     24        24-face-57        face              57  0.377930  0.475988  7.661451e-03
1144     24        24-face-58        face              58  0.350320  0.486493  1.438461e-01
1145     24        24-face-59        face              59  0.399900  0.414534 -2.573473e-02
1146     24        24-face-60        face              60  0.411048  0.416659 -3.271936e-02
1147     24        24-face-61        face              61  0.392035  0.470258  3.602746e-03
1148     24        24-face-62        face              62  0.395318  0.469398 -2.284648e-03
1149     24        24-face-63        face              63  0.315838  0.325107  6.153091e-02
1150     24        24-face-64        face              64  0.390290  0.416205 -2.069682e-02
1151     24        24-face-65        face              65  0.356473  0.321496  2.041125e-02
1152     24        24-face-66        face              66  0.351194  0.313175  2.079240e-02
1153     24        24-face-67        face              67  0.341369  0.269472  6.416228e-02
1154     24        24-face-68        face              68  0.311007  0.313183  8.882367e-02
1155     24        24-face-69        face              69  0.349743  0.288416  4.175768e-02
1156     24        24-face-70        face              70  0.310625  0.335930  8.140222e-02
1157     24        24-face-71        face              71  0.305246  0.332650  1.136444e-01
1158     24        24-face-72        face              72  0.425626  0.453578 -4.347859e-02
1159     24        24-face-73        face              73  0.413109  0.457907 -3.201535e-02
1160     24        24-face-74        face              74  0.404105  0.462369 -2.086967e-02
1161     24        24-face-75        face              75  0.404222  0.416810 -2.493481e-02
1162     24        24-face-76        face              76  0.393712  0.469830  3.478293e-04
1163     24        24-face-77        face              77  0.399827  0.470015 -1.227961e-02
1164     24        24-face-78        face              78  0.397063  0.468940 -3.161083e-03
1165     24        24-face-79        face              79  0.401904  0.406967 -4.327088e-02
1166     24        24-face-80        face              80  0.410972  0.464755 -1.824136e-02
1167     24        24-face-81        face              81  0.419823  0.462653 -2.647031e-02
1168     24        24-face-82        face              82  0.430810  0.461081 -3.470164e-02
1169     24        24-face-83        face              83  0.432901  0.495252 -3.648359e-02
1170     24        24-face-84        face              84  0.430406  0.476836 -4.523769e-02
1171     24        24-face-85        face              85  0.429516  0.470666 -4.465726e-02
1172     24        24-face-86        face              86  0.429713  0.465430 -4.009005e-02
1173     24        24-face-87        face              87  0.430832  0.461309 -3.711717e-02
1174     24        24-face-88        face              88  0.410966  0.464867 -1.996025e-02
1175     24        24-face-89        face              89  0.408848  0.467167 -2.316025e-02
1176     24        24-face-90        face              90  0.406695  0.470183 -2.610712e-02
1177     24        24-face-91        face              91  0.405225  0.473924 -2.367395e-02
1178     24        24-face-92        face              92  0.385069  0.450970 -1.017705e-02
1179     24        24-face-93        face              93  0.327757  0.433559  1.831684e-01
1180     24        24-face-94        face              94  0.428016  0.412912 -5.029854e-02
1181     24        24-face-95        face              95  0.404426  0.466818 -1.026130e-02
1182     24        24-face-96        face              96  0.402143  0.468308 -1.235646e-02
1183     24        24-face-97        face              97  0.415151  0.420762 -3.567296e-02
1184     24        24-face-98        face              98  0.398137  0.423395 -1.566560e-02
1185     24        24-face-99        face              99  0.413263  0.418700 -3.430162e-02
1186     24       24-face-100        face             100  0.379759  0.389252  1.559607e-02
1187     24       24-face-101        face             101  0.361576  0.400243  2.333459e-02
1188     24       24-face-102        face             102  0.387062  0.411142 -1.426451e-02
1189     24       24-face-103        face             103  0.318453  0.285599  9.435298e-02
1190     24       24-face-104        face             104  0.325723  0.298214  6.527918e-02
1191     24       24-face-105        face             105  0.329270  0.316998  4.196806e-02
1192     24       24-face-106        face             106  0.401609  0.489659 -1.414769e-02
1193     24       24-face-107        face             107  0.379839  0.309661  5.891613e-03
1194     24       24-face-108        face             108  0.377251  0.282469  2.366053e-02
1195     24       24-face-109        face             109  0.369610  0.258880  4.058022e-02
1196     24       24-face-110        face             110  0.347421  0.366772  5.457127e-02
1197     24       24-face-111        face             111  0.326465  0.383624  7.857548e-02
1198     24       24-face-112        face             112  0.395928  0.351684  3.347372e-02
1199     24       24-face-113        face             113  0.326718  0.351962  6.873116e-02
1200     24       24-face-114        face             114  0.397911  0.370569  3.388349e-03
1201     24       24-face-115        face             115  0.391596  0.401747 -4.036912e-02
1202     24       24-face-116        face             116  0.313782  0.397451  9.542725e-02
1203     24       24-face-117        face             117  0.331968  0.391471  6.242951e-02
1204     24       24-face-118        face             118  0.344556  0.393705  4.413882e-02
1205     24       24-face-119        face             119  0.366394  0.387123  3.190125e-02
1206     24       24-face-120        face             120  0.382624  0.378378  2.486446e-02
1207     24       24-face-121        face             121  0.393526  0.370327  1.886551e-02
1208     24       24-face-122        face             122  0.408777  0.351488 -1.170493e-02
1209     24       24-face-123        face             123  0.318441  0.420752  8.574904e-02
1210     24       24-face-124        face             124  0.319192  0.352145  7.916027e-02
1211     24       24-face-125        face             125  0.419208  0.409118 -6.339321e-02
1212     24       24-face-126        face             126  0.391707  0.389322  2.390926e-04
1213     24       24-face-127        face             127  0.313079  0.381467  1.888901e-01
1214     24       24-face-128        face             128  0.400881  0.362438  1.598034e-02
1215     24       24-face-129        face             129  0.388542  0.413380 -1.450924e-03
1216     24       24-face-130        face             130  0.336262  0.357531  6.925105e-02
1217     24       24-face-131        face             131  0.390909  0.395918 -3.368219e-02
1218     24       24-face-132        face             132  0.337960  0.459999  1.678384e-01
1219     24       24-face-133        face             133  0.396179  0.347195  3.859898e-02
1220     24       24-face-134        face             134  0.398168  0.386255 -4.772026e-02
1221     24       24-face-135        face             135  0.365103  0.504290  5.560419e-02
1222     24       24-face-136        face             136  0.375257  0.518274  7.744063e-02
1223     24       24-face-137        face             137  0.318502  0.427697  1.355725e-01
1224     24       24-face-138        face             138  0.351075  0.492398  8.197530e-02
1225     24       24-face-139        face             139  0.306466  0.354508  1.324612e-01
1226     24       24-face-140        face             140  0.410858  0.531095 -1.186056e-02
1227     24       24-face-141        face             141  0.423333  0.413245 -4.818183e-02
1228     24       24-face-142        face             142  0.383800  0.400392  5.578987e-03
1229     24       24-face-143        face             143  0.318977  0.370038  1.053552e-01
1230     24       24-face-144        face             144  0.355110  0.360170  4.745802e-02
1231     24       24-face-145        face             145  0.365783  0.358816  4.134521e-02
1232     24       24-face-146        face             146  0.397812  0.472224 -9.258359e-03
1233     24       24-face-147        face             147  0.326559  0.443436  8.205446e-02
1234     24       24-face-148        face             148  0.438014  0.544214 -1.835863e-02
1235     24       24-face-149        face             149  0.404903  0.535373  2.506582e-02
1236     24       24-face-150        face             150  0.391502  0.528796  4.857068e-02
1237     24       24-face-151        face             151  0.410973  0.277335  1.113942e-02
1238     24       24-face-152        face             152  0.464650  0.543793 -3.058795e-02
1239     24       24-face-153        face             153  0.376614  0.355741  3.777644e-02
1240     24       24-face-154        face             154  0.386481  0.351593  3.730369e-02
1241     24       24-face-155        face             155  0.392982  0.348892  3.903570e-02
1242     24       24-face-156        face             156  0.314140  0.350531  9.595289e-02
1243     24       24-face-157        face             157  0.383016  0.342487  3.794292e-02
1244     24       24-face-158        face             158  0.370903  0.342433  3.857816e-02
1245     24       24-face-159        face             159  0.358903  0.344374  4.230800e-02
1246     24       24-face-160        face             160  0.348645  0.348128  4.819605e-02
1247     24       24-face-161        face             161  0.343484  0.351836  5.365230e-02
1248     24       24-face-162        face             162  0.305159  0.352752  1.742079e-01
1249     24       24-face-163        face             163  0.348411  0.359766  5.404591e-02
1250     24       24-face-164        face             164  0.432958  0.428735 -4.276153e-02
1251     24       24-face-165        face             165  0.394504  0.441299 -1.897148e-02
1252     24       24-face-166        face             166  0.398324  0.411687 -2.985525e-02
1253     24       24-face-167        face             167  0.415732  0.432248 -3.726618e-02
1254     24       24-face-168        face             168  0.420694  0.334676 -7.316698e-03
1255     24       24-face-169        face             169  0.380873  0.515658  3.226059e-02
1256     24       24-face-170        face             170  0.395147  0.523548  1.043071e-02
1257     24       24-face-171        face             171  0.431905  0.535754 -3.315828e-02
1258     24       24-face-172        face             172  0.362714  0.505765  1.119792e-01
1259     24       24-face-173        face             173  0.391540  0.344937  3.857675e-02
1260     24       24-face-174        face             174  0.402369  0.369191 -1.808509e-02
1261     24       24-face-175        face             175  0.459700  0.534857 -4.439721e-02
1262     24       24-face-176        face             176  0.419405  0.540756  1.146012e-03
1263     24       24-face-177        face             177  0.327646  0.452209  1.249448e-01
1264     24       24-face-178        face             178  0.419817  0.462820 -2.863265e-02
1265     24       24-face-179        face             179  0.417731  0.466209 -3.185820e-02
1266     24       24-face-180        face             180  0.416579  0.470485 -3.527709e-02
1267     24       24-face-181        face             181  0.416387  0.476000 -3.450122e-02
1268     24       24-face-182        face             182  0.415650  0.493200 -2.618407e-02
1269     24       24-face-183        face             183  0.401063  0.466734 -9.564257e-03
1270     24       24-face-184        face             184  0.397747  0.466449 -8.187293e-03
1271     24       24-face-185        face             185  0.394999  0.465818 -6.813649e-03
1272     24       24-face-186        face             186  0.379128  0.463001  5.074798e-04
1273     24       24-face-187        face             187  0.337209  0.445438  4.828032e-02
1274     24       24-face-188        face             188  0.403411  0.360162 -3.143491e-03
1275     24       24-face-189        face             189  0.400145  0.338340  2.667418e-02
1276     24       24-face-190        face             190  0.394568  0.340375  3.497772e-02
1277     24       24-face-191        face             191  0.404552  0.466739 -9.162325e-03
1278     24       24-face-192        face             192  0.346472  0.474235  6.017949e-02
1279     24       24-face-193        face             193  0.406247  0.337389  6.217249e-03
1280     24       24-face-194        face             194  0.411920  0.506660 -2.117541e-02
1281     24       24-face-195        face             195  0.419456  0.366061 -4.999545e-02
1282     24       24-face-196        face             196  0.408527  0.361041 -2.821388e-02
1283     24       24-face-197        face             197  0.419967  0.356587 -3.432940e-02
1284     24       24-face-198        face             198  0.395864  0.387707 -2.005516e-02
1285     24       24-face-199        face             199  0.455779  0.522771 -4.895410e-02
1286     24       24-face-200        face             200  0.452578  0.507773 -4.542689e-02
1287     24       24-face-201        face             201  0.430875  0.509401 -3.723035e-02
1288     24       24-face-202        face             202  0.381768  0.492124  6.688099e-03
1289     24       24-face-203        face             203  0.381022  0.425049  2.513907e-03
1290     24       24-face-204        face             204  0.396392  0.501196 -7.172439e-03
1291     24       24-face-205        face             205  0.354767  0.428975  1.625100e-02
1292     24       24-face-206        face             206  0.372037  0.439052  5.063155e-03
1293     24       24-face-207        face             207  0.350791  0.450473  2.493254e-02
1294     24       24-face-208        face             208  0.429573  0.524084 -3.776713e-02
1295     24       24-face-209        face             209  0.391122  0.396617 -1.040451e-02
1296     24       24-face-210        face             210  0.377395  0.502231  1.946840e-02
1297     24       24-face-211        face             211  0.393213  0.511520  1.530680e-03
1298     24       24-face-212        face             212  0.368648  0.479545  1.667057e-02
1299     24       24-face-213        face             213  0.335437  0.462720  7.942747e-02
1300     24       24-face-214        face             214  0.359279  0.483710  3.360388e-02
1301     24       24-face-215        face             215  0.337786  0.474143  1.102772e-01
1302     24       24-face-216        face             216  0.366766  0.457127  1.068571e-02
1303     24       24-face-217        face             217  0.397395  0.379081 -8.157651e-03
1304     24       24-face-218        face             218  0.396765  0.405406 -4.468578e-02
1305     24       24-face-219        face             219  0.392245  0.411992 -3.040304e-02
1306     24       24-face-220        face             220  0.397991  0.395719 -5.459363e-02
1307     24       24-face-221        face             221  0.386323  0.330996  2.755053e-02
1308     24       24-face-222        face             222  0.363021  0.329433  3.112913e-02
1309     24       24-face-223        face             223  0.344524  0.332159  3.671876e-02
1310     24       24-face-224        face             224  0.331424  0.337003  4.650396e-02
1311     24       24-face-225        face             225  0.325550  0.343498  5.744871e-02
1312     24       24-face-226        face             226  0.330989  0.361846  7.632151e-02
1313     24       24-face-227        face             227  0.311927  0.403561  1.401702e-01
1314     24       24-face-228        face             228  0.340317  0.377285  5.951597e-02
1315     24       24-face-229        face             229  0.351109  0.378710  4.708674e-02
1316     24       24-face-230        face             230  0.366875  0.375275  3.693537e-02
1317     24       24-face-231        face             231  0.382044  0.369090  3.043672e-02
1318     24       24-face-232        face             232  0.392935  0.362681  2.721628e-02
1319     24       24-face-233        face             233  0.399930  0.357326  2.487256e-02
1320     24       24-face-234        face             234  0.320967  0.407690  1.913863e-01
1321     24       24-face-235        face             235  0.394807  0.416353 -2.476437e-02
1322     24       24-face-236        face             236  0.401219  0.377383 -3.091838e-02
1323     24       24-face-237        face             237  0.403782  0.402888 -5.837779e-02
1324     24       24-face-238        face             238  0.414715  0.409053 -5.676031e-02
1325     24       24-face-239        face             239  0.406607  0.405969 -5.216242e-02
1326     24       24-face-240        face             240  0.400485  0.420146 -2.289120e-02
1327     24       24-face-241        face             241  0.415978  0.409246 -6.110408e-02
1328     24       24-face-242        face             242  0.419907  0.413305 -4.696188e-02
1329     24       24-face-243        face             243  0.399625  0.347123  3.435931e-02
1330     24       24-face-244        face             244  0.404776  0.349760  2.311493e-02
1331     24       24-face-245        face             245  0.405669  0.352111  1.166682e-02
1332     24       24-face-246        face             246  0.341188  0.354414  5.896766e-02
1333     24       24-face-247        face             247  0.332184  0.351250  6.190705e-02
1334     24       24-face-248        face             248  0.432390  0.366714 -4.943263e-02
1335     24       24-face-249        face             249  0.533237  0.337016  5.928753e-03
1336     24       24-face-250        face             250  0.440299  0.409122 -5.165762e-02
1337     24       24-face-251        face             251  0.588864  0.291141  6.431741e-02
1338     24       24-face-252        face             252  0.494222  0.350202 -4.123058e-04
1339     24       24-face-253        face             253  0.509278  0.350114 -2.864296e-03
1340     24       24-face-254        face             254  0.523224  0.348433 -2.073759e-03
1341     24       24-face-255        face             255  0.540975  0.341211  5.499185e-03
1342     24       24-face-256        face             256  0.480487  0.348036  5.199116e-03
1343     24       24-face-257        face             257  0.506444  0.314890 -4.896755e-03
1344     24       24-face-258        face             258  0.489631  0.317864 -3.317013e-07
1345     24       24-face-259        face             259  0.523059  0.315306 -4.108291e-03
1346     24       24-face-260        face             260  0.534868  0.319090 -1.174534e-03
1347     24       24-face-261        face             261  0.555172  0.347851  8.984568e-03
1348     24       24-face-262        face             262  0.511900  0.510045 -4.187464e-02
1349     24       24-face-263        face             263  0.537964  0.333732  9.633800e-03
1350     24       24-face-264        face             264  0.602050  0.342184  5.924749e-02
1351     24       24-face-265        face             265  0.570612  0.339087  2.084183e-02
1352     24       24-face-266        face             266  0.506786  0.395941 -2.508210e-02
1353     24       24-face-267        face             267  0.457037  0.444179 -5.347687e-02
1354     24       24-face-268        face             268  0.458045  0.455571 -4.841464e-02
1355     24       24-face-269        face             269  0.476709  0.448126 -5.087969e-02
1356     24       24-face-270        face             270  0.490687  0.452627 -4.541854e-02
1357     24       24-face-271        face             271  0.473056  0.455881 -4.722609e-02
1358     24       24-face-272        face             272  0.485735  0.457116 -4.135395e-02
1359     24       24-face-273        face             273  0.516889  0.471907 -3.486136e-02
1360     24       24-face-274        face             274  0.433395  0.399488 -7.284315e-02
1361     24       24-face-275        face             275  0.432939  0.388358 -7.519779e-02
1362     24       24-face-276        face             276  0.552902  0.309037  1.900893e-03
1363     24       24-face-277        face             277  0.474537  0.369607 -1.390977e-02
1364     24       24-face-278        face             278  0.474692  0.398970 -4.849510e-02
1365     24       24-face-279        face             279  0.476640  0.393892 -4.366605e-02
1366     24       24-face-280        face             280  0.553119  0.393198 -1.749520e-02
1367     24       24-face-281        face             281  0.432417  0.376247 -6.503958e-02
1368     24       24-face-282        face             282  0.512075  0.298629 -9.095639e-03
1369     24       24-face-283        face             283  0.535119  0.301170 -4.569290e-03
1370     24       24-face-284        face             284  0.566022  0.269564  4.754920e-02
1371     24       24-face-285        face             285  0.448173  0.315265 -7.849115e-03
1372     24       24-face-286        face             286  0.476053  0.324168  6.343788e-03
1373     24       24-face-287        face             287  0.525782  0.460219 -3.159110e-02
1374     24       24-face-288        face             288  0.614189  0.457440  6.366551e-02
1375     24       24-face-289        face             289  0.465020  0.406498 -4.217888e-02
1376     24       24-face-290        face             290  0.453469  0.411566 -4.085747e-02
1377     24       24-face-291        face             291  0.508836  0.460157 -3.044816e-02
1378     24       24-face-292        face             292  0.505258  0.460000 -3.231907e-02
1379     24       24-face-293        face             293  0.541669  0.293867  2.021330e-03
1380     24       24-face-294        face             294  0.477877  0.405915 -4.232670e-02
1381     24       24-face-295        face             295  0.483446  0.302521 -1.040865e-02
1382     24       24-face-296        face             296  0.483701  0.293126 -1.108284e-02
1383     24       24-face-297        face             297  0.492205  0.246319  1.913023e-02
1384     24       24-face-298        face             298  0.553501  0.279093  2.322679e-02
1385     24       24-face-299        face             299  0.484733  0.267695  4.920642e-03
1386     24       24-face-300        face             300  0.561053  0.304522  1.265323e-02
1387     24       24-face-301        face             301  0.576134  0.296279  3.928345e-02
1388     24       24-face-302        face             302  0.457819  0.450436 -5.271191e-02
1389     24       24-face-303        face             303  0.474812  0.452347 -4.996431e-02
1390     24       24-face-304        face             304  0.488213  0.454922 -4.458544e-02
1391     24       24-face-305        face             305  0.462133  0.409810 -3.826177e-02
1392     24       24-face-306        face             306  0.506967  0.460098 -3.124109e-02
1393     24       24-face-307        face             307  0.498879  0.461419 -3.914455e-02
1394     24       24-face-308        face             308  0.503257  0.459890 -3.236653e-02
1395     24       24-face-309        face             309  0.453818  0.400244 -5.826925e-02
